#gene_id	#GO_term	#Description
default-0_rep_c41579|m.28613	GO:0008152	metabolic process
default-0_c13451|m.10996	GO:0016311	dephosphorylation
default-0_c13451|m.10996	GO:0006470	protein dephosphorylation
default-0_rep_c63927|m.43470	GO:0006412	translation
default-0_c13174|m.10779	GO:0006221	pyrimidine nucleotide biosynthetic process
default-0_rep_c3514|m.3077	GO:0006412	translation
default-0_rep_c113857|m.70139	GO:0015986	ATP synthesis coupled proton transport
default-0_rep_c106640|m.66020	GO:0006355	regulation of transcription, DNA-templated
default-0_rep_c42380|m.29124	GO:0006621	protein retention in ER lumen
default-0_rep_c29907|m.22207	GO:0006810	transport
default-0_rep_c109667|m.68003	GO:0006164	purine nucleotide biosynthetic process
default-0_rep_c4789|m.4228	GO:0007017	microtubule-based process
default-0_rep_c47259|m.32755	GO:0006355	regulation of transcription, DNA-templated
default-0_c114610|m.70595	GO:0006468	protein phosphorylation
default-0_rep_c65628|m.44488	GO:0006414	translational elongation
default-0_c71313|m.47536	GO:0044237	cellular metabolic process
default-0_rep_c4610|m.4082	GO:0006412	translation
default-0_rep_c36449|m.25700	GO:0006412	translation
default-0_rep_c5156|m.4548	GO:0006412	translation
default-0_rep_c27970|m.21032	GO:0055114	oxidation-reduction process
default-0_rep_c37980|m.26553	GO:0006468	protein phosphorylation
default-0_rep_c5626|m.4913	GO:0006413	translational initiation
default-0_rep_c51146|m.35319	GO:0015977	carbon fixation
default-0_c4002|m.3519	GO:0045454	cell redox homeostasis
default-0_rep_c66315|m.44885	GO:0006414	translational elongation
default-0_rep_c76240|m.51342	GO:0055114	oxidation-reduction process
default-0_rep_c69574|m.46433	GO:0009765	photosynthesis, light harvesting
default-0_c108554|m.67310	GO:0000398	mRNA splicing, via spliceosome
default-0_c108554|m.67310	GO:0006396	RNA processing
default-0_c108554|m.67311	GO:0006396	RNA processing
default-0_c108554|m.67311	GO:0000398	mRNA splicing, via spliceosome
default-0_c74657|m.50277	GO:0006351	transcription, DNA-templated
default-0_rep_c109155|m.67703	GO:0019646	aerobic electron transport chain
default-0_rep_c109155|m.67703	GO:0022904	respiratory electron transport chain
default-0_rep_c113454|m.69916	GO:0008152	metabolic process
default-0_rep_c5605|m.4898	GO:0006801	superoxide metabolic process
default-0_rep_c5605|m.4898	GO:0055114	oxidation-reduction process
default-0_rep_c82724|m.55299	GO:0006468	protein phosphorylation
default-0_rep_c36522|m.25736	GO:0055114	oxidation-reduction process
default-0_rep_c35565|m.25200	GO:0042545	cell wall modification
default-0_c105371|m.65429	GO:0005975	carbohydrate metabolic process
default-0_rep_c80632|m.54152	GO:0015979	photosynthesis
default-0_rep_c51861|m.35734	GO:0006412	translation
default-0_rep_c112612|m.69457	GO:0006098	pentose-phosphate shunt
default-0_rep_c112612|m.69457	GO:0055114	oxidation-reduction process
default-0_rep_c36622|m.25798	GO:0015743	malate transport
default-0_rep_c32287|m.23491	GO:0006355	regulation of transcription, DNA-templated
default-0_rep_c32287|m.23491	GO:0009584	detection of visible light
default-0_c53354|m.36661	GO:0008152	metabolic process
default-0_rep_c56884|m.39108	GO:0006412	translation
default-0_rep_c61597|m.42111	GO:0015986	ATP synthesis coupled proton transport
default-0_rep_c61597|m.42111	GO:0015992	proton transport
default-0_rep_c61597|m.42111	GO:0046034	ATP metabolic process
default-0_rep_c107154|m.66360	GO:0007165	signal transduction
default-0_rep_c107154|m.66360	GO:0015031	protein transport
default-0_rep_c107154|m.66360	GO:0007264	small GTPase mediated signal transduction
default-0_rep_c64369|m.43754	GO:0006032	chitin catabolic process
default-0_rep_c64369|m.43754	GO:0016998	cell wall macromolecule catabolic process
default-0_rep_c49799|m.34492	GO:0055085	transmembrane transport
default-0_rep_c60506|m.41450	GO:0006412	translation
default-0_rep_c62967|m.42926	GO:0006412	translation
default-0_c96262|m.61736	GO:0006412	translation
default-0_rep_c82031|m.54941	GO:0006412	translation
default-0_c94368|m.60862	GO:0006419	alanyl-tRNA aminoacylation
default-0_rep_c16297|m.13081	GO:0055114	oxidation-reduction process
default-0_rep_c64640|m.43908	GO:0008295	spermidine biosynthetic process
default-0_rep_c64640|m.43908	GO:0006597	spermine biosynthetic process
default-0_rep_c6046|m.5260	GO:0006457	protein folding
default-0_rep_c64081|m.43569	GO:0000398	mRNA splicing, via spliceosome
default-0_rep_c24668|m.18968	GO:0006810	transport
default-0_rep_c6880|m.5962	GO:0006412	translation
default-0_rep_c5391|m.4734	GO:0006457	protein folding
default-0_rep_c43488|m.29980	GO:0055114	oxidation-reduction process
default-0_c103641|m.64640	GO:0008654	phospholipid biosynthetic process
default-0_rep_c59344|m.40666	GO:0006412	translation
default-0_rep_c7637|m.6565	GO:0006457	protein folding
default-0_rep_c38207|m.26675	GO:0009765	photosynthesis, light harvesting
default-0_rep_c68927|m.46191	GO:0000413	protein peptidyl-prolyl isomerization
default-0_rep_c68927|m.46191	GO:0006457	protein folding
default-0_c34118|m.24463	GO:0006412	translation
default-0_rep_c25460|m.19510	GO:0006355	regulation of transcription, DNA-templated
default-0_rep_c6029|m.5250	GO:0019538	protein metabolic process
default-0_rep_c71667|m.47873	GO:0022900	electron transport chain
default-0_c91553|m.59579	GO:0000737	DNA catabolic process, endonucleolytic
default-0_c11775|m.9737	GO:0006508	proteolysis
default-0_rep_c16611|m.13319	GO:0006508	proteolysis
default-0_rep_c42259|m.29054	GO:0006508	proteolysis
default-0_rep_c7128|m.6148	GO:0006468	protein phosphorylation
default-0_rep_c45569|m.31606	GO:0006810	transport
default-0_rep_c45569|m.31606	GO:0016192	vesicle-mediated transport
default-0_rep_c4856|m.4286	GO:0006950	response to stress
default-0_rep_c4856|m.4286	GO:0006457	protein folding
default-0_rep_c41934|m.28831	GO:0055114	oxidation-reduction process
default-0_rep_c65556|m.44442	GO:0006412	translation
default-0_rep_c3411|m.2986	GO:0006729	tetrahydrobiopterin biosynthetic process
default-0_rep_c77439|m.52110	GO:0006412	translation
default-0_rep_c5328|m.4676	GO:0022900	electron transport chain
default-0_c11518|m.9546	GO:0006355	regulation of transcription, DNA-templated
default-0_rep_c6863|m.5945	GO:0006412	translation
default-0_rep_c53609|m.36829	GO:0006412	translation
default-0_rep_c44237|m.30591	GO:0006412	translation
default-0_rep_c3486|m.3053	GO:0019288	isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway
default-0_rep_c3486|m.3053	GO:0050992	dimethylallyl diphosphate biosynthetic process
default-0_rep_c2383|m.2095	GO:0006228	UTP biosynthetic process
default-0_rep_c2383|m.2095	GO:0006241	CTP biosynthetic process
default-0_rep_c2383|m.2095	GO:0006183	GTP biosynthetic process
default-0_rep_c2383|m.2095	GO:0006165	nucleoside diphosphate phosphorylation
default-0_rep_c71383|m.47603	GO:0006952	defense response
default-0_rep_c71383|m.47603	GO:0009607	response to biotic stimulus
default-0_rep_c54155|m.37190	GO:0006869	lipid transport
default-0_rep_c99284|m.62860	GO:0006412	translation
default-0_c45876|m.31806	GO:0006433	prolyl-tRNA aminoacylation
default-0_rep_c24100|m.18565	GO:0055114	oxidation-reduction process
default-0_c91206|m.59425	GO:0005975	carbohydrate metabolic process
default-0_rep_c56374|m.38773	GO:0000266	mitochondrial fission
default-0_rep_c56110|m.38605	GO:0006355	regulation of transcription, DNA-templated
default-0_rep_c101849|m.63927	GO:0055114	oxidation-reduction process
default-0_rep_c101849|m.63927	GO:0006979	response to oxidative stress
default-0_rep_c58059|m.39883	GO:0006810	transport
default-0_rep_c58059|m.39883	GO:0055085	transmembrane transport
default-0_rep_c59208|m.40594	GO:0006412	translation
default-0_c75529|m.50886	GO:0055114	oxidation-reduction process
default-0_rep_c89595|m.58764	GO:0006412	translation
default-0_rep_c20350|m.16077	GO:0008152	metabolic process
default-0_c112095|m.69208	GO:0006468	protein phosphorylation
default-0_rep_c81133|m.54436	GO:0006412	translation
default-0_c44523|m.30820	GO:0006396	RNA processing
default-0_rep_c113495|m.69940	GO:0051603	proteolysis involved in cellular protein catabolic process
default-0_rep_c94623|m.60978	GO:0008152	metabolic process
default-0_rep_c70499|m.46779	GO:0006468	protein phosphorylation
default-0_rep_c100713|m.63429	GO:0008152	metabolic process
default-0_rep_c61673|m.42160	GO:0006412	translation
default-0_rep_c27401|m.20706	GO:0055114	oxidation-reduction process
default-0_rep_c67335|m.45407	GO:0000413	protein peptidyl-prolyl isomerization
default-0_rep_c67335|m.45407	GO:0006457	protein folding
default-0_rep_c43293|m.29813	GO:0006412	translation
default-0_c39345|m.27355	GO:0009058	biosynthetic process
default-0_rep_c37533|m.26315	GO:0009765	photosynthesis, light harvesting
default-0_rep_c50066|m.34665	GO:0006952	defense response
default-0_rep_c67508|m.45513	GO:0006412	translation
default-0_rep_c23856|m.18391	GO:0015986	ATP synthesis coupled proton transport
default-0_rep_c52384|m.36034	GO:0006629	lipid metabolic process
default-0_rep_c78245|m.52628	GO:0006952	defense response
default-0_rep_c78245|m.52628	GO:0009607	response to biotic stimulus
default-0_rep_c95037|m.61162	GO:0006486	protein glycosylation
default-0_c70473|m.46755	GO:0005975	carbohydrate metabolic process
default-0_rep_c37407|m.26230	GO:0055114	oxidation-reduction process
default-0_rep_c18158|m.14408	GO:0006096	glycolytic process
default-0_rep_c10733|m.8960	GO:0006334	nucleosome assembly
default-0_c75918|m.51141	GO:0006418	tRNA aminoacylation for protein translation
default-0_c75918|m.51141	GO:0006412	translation
default-0_rep_c46615|m.32303	GO:0055114	oxidation-reduction process
default-0_rep_c26719|m.20327	GO:0055114	oxidation-reduction process
default-0_rep_c85712|m.56909	GO:0006886	intracellular protein transport
default-0_rep_c85712|m.56909	GO:0006913	nucleocytoplasmic transport
default-0_rep_c85712|m.56909	GO:0007165	signal transduction
default-0_rep_c85712|m.56909	GO:0015031	protein transport
default-0_rep_c85712|m.56909	GO:0007264	small GTPase mediated signal transduction
default-0_rep_c41559|m.28603	GO:0006869	lipid transport
default-0_rep_c85705|m.56906	GO:0006468	protein phosphorylation
default-0_c25190|m.19305	GO:0006396	RNA processing
default-0_rep_c66808|m.45163	GO:0006414	translational elongation
default-0_rep_c46457|m.32179	GO:0055114	oxidation-reduction process
default-0_c22901|m.17744	GO:0051016	barbed-end actin filament capping
default-0_c22901|m.17744	GO:0030036	actin cytoskeleton organization
default-0_c75820|m.51080	GO:0051252	regulation of RNA metabolic process
default-0_rep_c65505|m.44408	GO:0006412	translation
default-0_rep_c56715|m.38988	GO:0006412	translation
default-0_rep_c49278|m.34148	GO:0030001	metal ion transport
default-0_rep_c22114|m.17242	GO:0006810	transport
default-0_rep_c22114|m.17242	GO:0055085	transmembrane transport
default-0_rep_c59017|m.40480	GO:0006096	glycolytic process
default-0_c57385|m.39416	GO:0006355	regulation of transcription, DNA-templated
default-0_rep_c4698|m.4157	GO:0006334	nucleosome assembly
default-0_c33849|m.24329	GO:0009058	biosynthetic process
default-0_c51012|m.35236	GO:0006468	protein phosphorylation
default-0_rep_c19801|m.15633	GO:0006412	translation
default-0_c35939|m.25383	GO:0006468	protein phosphorylation
default-0_c22173|m.17285	GO:0006334	nucleosome assembly
default-0_c22173|m.17286	GO:0006334	nucleosome assembly
default-0_rep_c108497|m.67277	GO:0006221	pyrimidine nucleotide biosynthetic process
default-0_c93071|m.60264	GO:0005975	carbohydrate metabolic process
default-0_rep_c43538|m.30027	GO:0006098	pentose-phosphate shunt
default-0_rep_c43538|m.30027	GO:0055114	oxidation-reduction process
default-0_c106901|m.66194	GO:0006096	glycolytic process
default-0_rep_c98238|m.62461	GO:0006098	pentose-phosphate shunt
default-0_rep_c98238|m.62461	GO:0055114	oxidation-reduction process
default-0_c9973|m.8398	GO:0006355	regulation of transcription, DNA-templated
default-0_rep_c5134|m.4527	GO:0000413	protein peptidyl-prolyl isomerization
default-0_rep_c5134|m.4527	GO:0006457	protein folding
default-0_rep_c93435|m.60397	GO:0007017	microtubule-based process
default-0_rep_c1805|m.1555	GO:0042254	ribosome biogenesis
default-0_rep_c100577|m.63372	GO:0045454	cell redox homeostasis
default-0_c48734|m.33749	GO:0006508	proteolysis
default-0_rep_c42883|m.29476	GO:0006412	translation
default-0_c73842|m.49661	GO:0005975	carbohydrate metabolic process
default-0_c73842|m.49661	GO:0008152	metabolic process
default-0_rep_c17786|m.14133	GO:0019310	inositol catabolic process
default-0_rep_c17786|m.14133	GO:0055114	oxidation-reduction process
default-0_rep_c65266|m.44282	GO:0006412	translation
default-0_rep_c90395|m.59105	GO:0008152	metabolic process
default-0_rep_c42895|m.29486	GO:0006412	translation
default-0_rep_c103942|m.64770	GO:0051603	proteolysis involved in cellular protein catabolic process
default-0_rep_c103942|m.64770	GO:0006511	ubiquitin-dependent protein catabolic process
default-0_rep_c46562|m.32264	GO:0015986	ATP synthesis coupled proton transport
default-0_rep_c46562|m.32264	GO:0015991	ATP hydrolysis coupled proton transport
default-0_rep_c8817|m.7475	GO:0006412	translation
default-0_dn_rep_c67342|m.45409	GO:0006412	translation
default-0_rep_c32643|m.23690	GO:0006355	regulation of transcription, DNA-templated
default-0_rep_c41769|m.28745	GO:0055114	oxidation-reduction process
default-0_rep_c41769|m.28745	GO:0006979	response to oxidative stress
default-0_rep_c3679|m.3229	GO:0006412	translation
default-0_rep_c46810|m.32438	GO:0006355	regulation of transcription, DNA-templated
default-0_rep_c6504|m.5648	GO:0006412	translation
default-0_dn_rep_c66227|m.44830	GO:0008152	metabolic process
default-0_c46867|m.32481	GO:0006520	cellular amino acid metabolic process
default-0_c46867|m.32481	GO:0055114	oxidation-reduction process
default-0_c70725|m.47006	GO:0006355	regulation of transcription, DNA-templated
default-0_rep_c53482|m.36748	GO:0006869	lipid transport
default-0_rep_c43439|m.29936	GO:0006412	translation
default-0_rep_c65785|m.44583	GO:0006457	protein folding
default-0_rep_c87369|m.57792	GO:0006508	proteolysis
default-0_rep_c111304|m.68861	GO:0015074	DNA integration
default-0_rep_c16941|m.13547	GO:0006412	translation
default-0_rep_c61009|m.41741	GO:0015986	ATP synthesis coupled proton transport
default-0_rep_c61009|m.41741	GO:0015992	proton transport
default-0_rep_c61009|m.41741	GO:0046034	ATP metabolic process
default-0_rep_c55916|m.38473	GO:0006886	intracellular protein transport
default-0_rep_c55916|m.38473	GO:0006913	nucleocytoplasmic transport
default-0_rep_c55916|m.38473	GO:0007165	signal transduction
default-0_rep_c55916|m.38473	GO:0007264	small GTPase mediated signal transduction
default-0_dn_rep_c5781|m.5037	GO:0006412	translation
default-0_dn_rep_c375|m.411	GO:0006414	translational elongation
default-0_rep_c39923|m.27686	GO:0006351	transcription, DNA-templated
default-0_rep_c70764|m.47049	GO:0006412	translation
default-0_rep_c65250|m.44273	GO:0006950	response to stress
default-0_rep_c65250|m.44273	GO:0006457	protein folding
default-0_rep_c15943|m.12830	GO:0015986	ATP synthesis coupled proton transport
default-0_rep_c75717|m.51011	GO:0016567	protein ubiquitination
default-0_c27408|m.20712	GO:0009168	purine ribonucleoside monophosphate biosynthetic process
default-0_c27408|m.20712	GO:0032264	IMP salvage
default-0_c74477|m.50119	GO:0016567	protein ubiquitination
default-0_c12452|m.10252	GO:0006139	nucleobase-containing compound metabolic process
default-0_rep_c37838|m.26487	GO:0006412	translation
default-0_rep_c49744|m.34460	GO:0015979	photosynthesis
default-0_rep_c32257|m.23479	GO:0042026	protein refolding
default-0_rep_c32257|m.23479	GO:0006457	protein folding
default-0_rep_c22411|m.17429	GO:0007165	signal transduction
