#gene_id	#pathway_name	#pathway_id	#ec_number
default-0_rep_c93712|m.60543	Pyrimidine metabolism	00240	3.6.1.19
default-0_rep_c51642|m.35616	Lipoic acid metabolism	00785	2.3.1.181
default-0_c74256|m.49946	Pantothenate and CoA biosynthesis	00770	1.1.1.86
default-0_c74256|m.49946	Valine, leucine and isoleucine biosynthesis	00290	1.1.1.86
default-0_rep_c10694|m.8929	Starch and sucrose metabolism	00500	3.2.1.4
default-0_rep_c91796|m.59691	Thiamine metabolism	00730	2.8.1.10
default-0_rep_c91796|m.59691	Vitamin B6 metabolism	00750	4.3.3.6
default-0_rep_c55074|m.37826	Terpenoid backbone biosynthesis	00900	2.3.3.10
default-0_rep_c55074|m.37826	Synthesis and degradation of ketone bodies	00072	2.3.3.10
default-0_rep_c55074|m.37826	Valine, leucine and isoleucine degradation	00280	2.3.3.10
default-0_rep_c55074|m.37826	Butanoate metabolism	00650	2.3.3.10
default-0_rep_c70844|m.47129	Purine metabolism	00230	2.7.1.40
default-0_rep_c70844|m.47129	Glycolysis / Gluconeogenesis	00010	2.7.1.40
default-0_rep_c70844|m.47129	Pyruvate metabolism	00620	2.7.1.40
default-0_c18303|m.14503	Toluene degradation	00623	1.1.1.35
default-0_c18303|m.14503	Limonene and pinene degradation	00903	4.2.1.17
default-0_c18303|m.14503	alpha-Linolenic acid metabolism	00592	4.2.1.17
default-0_c18303|m.14503	Geraniol degradation	00281	4.2.1.17
default-0_c18303|m.14503	Geraniol degradation	00281	1.1.1.35
default-0_c18303|m.14503	Primary bile acid biosynthesis	00120	1.1.1.35
default-0_c18303|m.14503	Propanoate metabolism	00640	4.2.1.17
default-0_c18303|m.14503	Aminobenzoate degradation	00627	4.2.1.17
default-0_c18303|m.14503	Fatty acid elongation	00062	4.2.1.17
default-0_c18303|m.14503	Fatty acid elongation	00062	1.1.1.35
default-0_c18303|m.14503	Caprolactam degradation	00930	4.2.1.17
default-0_c18303|m.14503	Caprolactam degradation	00930	1.1.1.35
default-0_c18303|m.14503	Fatty acid degradation	00071	4.2.1.17
default-0_c18303|m.14503	Fatty acid degradation	00071	1.1.1.35
default-0_c18303|m.14503	Carbon fixation pathways in prokaryotes	00720	4.2.1.17
default-0_c18303|m.14503	Carbon fixation pathways in prokaryotes	00720	1.1.1.35
default-0_c18303|m.14503	Lysine degradation	00310	4.2.1.17
default-0_c18303|m.14503	Lysine degradation	00310	1.1.1.35
default-0_c18303|m.14503	beta-Alanine metabolism	00410	4.2.1.17
default-0_c18303|m.14503	Butanoate metabolism	00650	4.2.1.17
default-0_c18303|m.14503	Butanoate metabolism	00650	1.1.1.35
default-0_c18303|m.14503	Phenylalanine metabolism	00360	4.2.1.17
default-0_c18303|m.14503	Benzoate degradation	00362	4.2.1.17
default-0_c18303|m.14503	Benzoate degradation	00362	1.1.1.35
default-0_c18303|m.14503	Tryptophan metabolism	00380	4.2.1.17
default-0_c18303|m.14503	Tryptophan metabolism	00380	1.1.1.35
default-0_c18303|m.14503	Valine, leucine and isoleucine degradation	00280	4.2.1.17
default-0_c18303|m.14503	Valine, leucine and isoleucine degradation	00280	1.1.1.35
default-0_rep_c33656|m.24220	Aminoacyl-tRNA biosynthesis	00970	6.1.1.6
default-0_c39006|m.27158	One carbon pool by folate	00670	1.5.1.5
default-0_c39006|m.27158	One carbon pool by folate	00670	3.5.4.9
default-0_c39006|m.27158	Carbon fixation pathways in prokaryotes	00720	1.5.1.5
default-0_c39006|m.27158	Carbon fixation pathways in prokaryotes	00720	3.5.4.9
default-0_rep_c44868|m.31080	Purine metabolism	00230	2.7.4.6
default-0_rep_c44868|m.31080	Pyrimidine metabolism	00240	2.7.4.6
default-0_rep_c22728|m.17646	Purine metabolism	00230	3.1.3.5
default-0_rep_c22728|m.17646	Nicotinate and nicotinamide metabolism	00760	3.1.3.5
default-0_rep_c22728|m.17646	Pyrimidine metabolism	00240	3.1.3.5
default-0_c35662|m.25249	Glycerophospholipid metabolism	00564	3.1.3.27
default-0_rep_c45887|m.31814	Aminoacyl-tRNA biosynthesis	00970	6.1.1.7
default-0_c100021|m.63132	Thiamine metabolism	00730	2.7.1.50
default-0_rep_c43546|m.30031	Propanoate metabolism	00640	6.2.1.5
default-0_rep_c43546|m.30031	Carbon fixation pathways in prokaryotes	00720	2.3.3.8
default-0_rep_c43546|m.30031	Carbon fixation pathways in prokaryotes	00720	6.2.1.5
default-0_rep_c43546|m.30031	C5-Branched dibasic acid metabolism	00660	6.2.1.5
default-0_rep_c43546|m.30031	Citrate cycle (TCA cycle)	00020	2.3.3.8
default-0_rep_c43546|m.30031	Citrate cycle (TCA cycle)	00020	6.2.1.5
default-0_c106976|m.66257	Aminoacyl-tRNA biosynthesis	00970	6.1.1.14
default-0_c52801|m.36280	Tetracycline biosynthesis	00253	6.4.1.2
default-0_c52801|m.36280	Pyruvate metabolism	00620	6.4.1.2
default-0_c52801|m.36280	Propanoate metabolism	00640	6.4.1.2
default-0_c52801|m.36280	Fatty acid biosynthesis	00061	6.4.1.2
default-0_c52801|m.36280	Aflatoxin biosynthesis	00254	6.4.1.2
default-0_c52801|m.36280	Carbon fixation pathways in prokaryotes	00720	6.4.1.2
default-0_c62287|m.42516	Amino sugar and nucleotide sugar metabolism	00520	3.2.1.14
default-0_c87372|m.57795	Riboflavin metabolism	00740	2.7.1.26
default-0_c115105|m.70866	Cyanoamino acid metabolism	00460	2.1.2.1
default-0_c115105|m.70866	Glyoxylate and dicarboxylate metabolism	00630	2.1.2.1
default-0_c115105|m.70866	Glycine, serine and threonine metabolism	00260	2.1.2.1
default-0_c115105|m.70866	Methane metabolism	00680	2.1.2.1
default-0_c115105|m.70866	One carbon pool by folate	00670	2.1.2.1
default-0_rep_c2982|m.2611	Phenylpropanoid biosynthesis	00940	1.11.1.7
default-0_rep_c101090|m.63597	Pentose phosphate pathway	00030	4.1.2.13
default-0_rep_c101090|m.63597	Carbon fixation in photosynthetic organisms	00710	4.1.2.13
default-0_rep_c101090|m.63597	Glycolysis / Gluconeogenesis	00010	4.1.2.13
default-0_rep_c101090|m.63597	Fructose and mannose metabolism	00051	4.1.2.13
default-0_rep_c101090|m.63597	Methane metabolism	00680	4.1.2.13
default-0_rep_c4931|m.4354	Flavonoid biosynthesis	00941	5.5.1.6
default-0_rep_c55122|m.37861	Purine metabolism	00230	2.7.1.20
default-0_c83444|m.55687	Peptidoglycan biosynthesis	00550	2.4.1.227
default-0_rep_c1714|m.1476	Various types of N-glycan biosynthesis	00513	2.4.99.18
default-0_rep_c1714|m.1476	N-Glycan biosynthesis	00510	2.4.99.18
default-0_rep_c11545|m.9563	Glycerophospholipid metabolism	00564	2.7.7.41
default-0_rep_c15568|m.12537	Purine metabolism	00230	2.7.4.3
default-0_c2354|m.2061	Lysine biosynthesis	00300	5.1.1.7
default-0_rep_c81654|m.54740	Carbon fixation in photosynthetic organisms	00710	5.3.1.1
default-0_rep_c81654|m.54740	Inositol phosphate metabolism	00562	5.3.1.1
default-0_rep_c81654|m.54740	Fructose and mannose metabolism	00051	5.3.1.1
default-0_rep_c81654|m.54740	Glycolysis / Gluconeogenesis	00010	5.3.1.1
default-0_c6330|m.5492	Glycerophospholipid metabolism	00564	2.7.8.5
default-0_rep_c3644|m.3203	Cysteine and methionine metabolism	00270	2.1.1.14
default-0_rep_c3644|m.3203	Selenocompound metabolism	00450	2.1.1.14
default-0_c33073|m.23928	Purine metabolism	00230	2.7.1.40
default-0_c33073|m.23928	Glycolysis / Gluconeogenesis	00010	2.7.1.40
default-0_c33073|m.23928	Pyruvate metabolism	00620	2.7.1.40
default-0_c19639|m.15508	Purine metabolism	00230	2.4.2.7
default-0_rep_c50211|m.34735	Cysteine and methionine metabolism	00270	4.1.1.50
default-0_rep_c50211|m.34735	Arginine and proline metabolism	00330	4.1.1.50
default-0_rep_c567|m.589	Glycine, serine and threonine metabolism	00260	1.4.4.2
default-0_rep_c4517|m.3997	Vitamin B6 metabolism	00750	4.3.3.6
default-0_rep_c81071|m.54413	Terpenoid backbone biosynthesis	00900	5.3.3.2
default-0_rep_c18711|m.14817	Starch and sucrose metabolism	00500	3.1.1.11
default-0_rep_c18711|m.14817	Pentose and glucuronate interconversions	00040	3.1.1.11
default-0_rep_c31506|m.23079	Carbon fixation pathways in prokaryotes	00720	4.1.1.31
default-0_rep_c31506|m.23079	Pyruvate metabolism	00620	4.1.1.31
default-0_rep_c31506|m.23079	Methane metabolism	00680	4.1.1.31
default-0_rep_c31506|m.23079	Carbon fixation in photosynthetic organisms	00710	4.1.1.31
default-0_c14126|m.11494	Starch and sucrose metabolism	00500	3.2.1.39
default-0_rep_c33040|m.23910	Phenylpropanoid biosynthesis	00940	1.11.1.7
default-0_c12919|m.10582	Ubiquinone and other terpenoid-quinone biosynthesis	00130	1.6.5.2
default-0_c106036|m.65723	Folate biosynthesis	00790	2.8.1.12
default-0_rep_c25053|m.19219	Glyoxylate and dicarboxylate metabolism	00630	4.1.1.39
default-0_rep_c25053|m.19219	Carbon fixation in photosynthetic organisms	00710	4.1.1.39
default-0_c43806|m.30249	Pentose and glucuronate interconversions	00040	5.1.3.1
default-0_c43806|m.30249	Pentose phosphate pathway	00030	5.1.3.1
default-0_c43806|m.30249	Carbon fixation in photosynthetic organisms	00710	5.1.3.1
default-0_rep_c115881|m.71244	Valine, leucine and isoleucine biosynthesis	00290	4.2.1.9
default-0_rep_c115881|m.71244	Pantothenate and CoA biosynthesis	00770	4.2.1.9
default-0_c105988|m.65700	Carbon fixation in photosynthetic organisms	00710	2.7.2.3
default-0_c105988|m.65700	Glycolysis / Gluconeogenesis	00010	2.7.2.3
default-0_rep_c15182|m.12249	Aminoacyl-tRNA biosynthesis	00970	6.1.1.17
default-0_rep_c15182|m.12249	Porphyrin and chlorophyll metabolism	00860	6.1.1.17
default-0_rep_c80967|m.54352	One carbon pool by folate	00670	1.5.1.5
default-0_rep_c80967|m.54352	One carbon pool by folate	00670	3.5.4.9
default-0_rep_c80967|m.54352	Carbon fixation pathways in prokaryotes	00720	1.5.1.5
default-0_rep_c80967|m.54352	Carbon fixation pathways in prokaryotes	00720	3.5.4.9
default-0_rep_c65044|m.44146	Various types of N-glycan biosynthesis	00513	2.4.99.18
default-0_rep_c65044|m.44146	N-Glycan biosynthesis	00510	2.4.99.18
default-0_rep_c48318|m.33476	Carbon fixation pathways in prokaryotes	00720	4.1.1.31
default-0_rep_c48318|m.33476	Pyruvate metabolism	00620	4.1.1.31
default-0_rep_c48318|m.33476	Methane metabolism	00680	4.1.1.31
default-0_rep_c48318|m.33476	Carbon fixation in photosynthetic organisms	00710	4.1.1.31
default-0_rep_c54109|m.37162	Phenylalanine metabolism	00360	4.3.1.24
default-0_rep_c54109|m.37162	Phenylpropanoid biosynthesis	00940	4.3.1.24
default-0_rep_c21429|m.16776	Photosynthesis	00195	3.6.3.14
default-0_rep_c21429|m.16776	Oxidative phosphorylation	00190	3.6.3.14
default-0_rep_c7902|m.6768	Purine metabolism	00230	2.7.4.6
default-0_rep_c7902|m.6768	Pyrimidine metabolism	00240	2.7.4.6
default-0_c19108|m.15105	Glutathione metabolism	00480	2.5.1.16
default-0_c19108|m.15105	beta-Alanine metabolism	00410	2.5.1.16
default-0_c19108|m.15105	Arginine and proline metabolism	00330	2.5.1.16
default-0_c19108|m.15105	Cysteine and methionine metabolism	00270	2.5.1.16
default-0_rep_c107202|m.66400	Porphyrin and chlorophyll metabolism	00860	1.3.3.3
default-0_rep_c13906|m.11346	Glyoxylate and dicarboxylate metabolism	00630	4.1.1.39
default-0_rep_c13906|m.11346	Carbon fixation in photosynthetic organisms	00710	4.1.1.39
default-0_rep_c57914|m.39787	Cysteine and methionine metabolism	00270	4.1.1.50
default-0_rep_c57914|m.39787	Arginine and proline metabolism	00330	4.1.1.50
default-0_c115355|m.70992	Thiamine metabolism	00730	4.1.99.17
default-0_c91206|m.59426	Other glycan degradation	00511	3.2.1.51
default-0_rep_c15507|m.12493	Pyrimidine metabolism	00240	2.7.7.6
default-0_rep_c15507|m.12493	Purine metabolism	00230	2.7.7.6
default-0_rep_c97405|m.62160	Amino sugar and nucleotide sugar metabolism	00520	3.2.1.14
default-0_rep_c8272|m.7069	Cysteine and methionine metabolism	00270	2.1.1.14
default-0_rep_c8272|m.7069	Selenocompound metabolism	00450	2.1.1.14
default-0_rep_c30478|m.22558	Phenylpropanoid biosynthesis	00940	1.11.1.7
default-0_c80690|m.54182	Purine metabolism	00230	2.7.1.40
default-0_c80690|m.54182	Glycolysis / Gluconeogenesis	00010	2.7.1.40
default-0_c80690|m.54182	Pyruvate metabolism	00620	2.7.1.40
default-0_rep_c14075|m.11460	Phenylalanine, tyrosine and tryptophan biosynthesis	00400	5.4.99.5
default-0_rep_c52689|m.36213	Glyoxylate and dicarboxylate metabolism	00630	4.1.1.39
default-0_rep_c52689|m.36213	Carbon fixation in photosynthetic organisms	00710	4.1.1.39
default-0_rep_c11994|m.9916	Carbon fixation in photosynthetic organisms	00710	2.7.2.3
default-0_rep_c11994|m.9916	Glycolysis / Gluconeogenesis	00010	2.7.2.3
default-0_rep_c71474|m.47687	One carbon pool by folate	00670	1.5.1.5
default-0_rep_c71474|m.47687	One carbon pool by folate	00670	3.5.4.9
default-0_rep_c71474|m.47687	Carbon fixation pathways in prokaryotes	00720	1.5.1.5
default-0_rep_c71474|m.47687	Carbon fixation pathways in prokaryotes	00720	3.5.4.9
default-0_rep_c100791|m.63461	Glyoxylate and dicarboxylate metabolism	00630	4.1.1.39
default-0_rep_c100791|m.63461	Carbon fixation in photosynthetic organisms	00710	4.1.1.39
default-0_rep_c106781|m.66115	Cysteine and methionine metabolism	00270	4.1.1.50
default-0_rep_c106781|m.66115	Arginine and proline metabolism	00330	4.1.1.50
default-0_rep_c43999|m.30405	Methane metabolism	00680	4.2.1.11
default-0_rep_c43999|m.30405	Glycolysis / Gluconeogenesis	00010	4.2.1.11
default-0_rep_c84284|m.56164	Photosynthesis	00195	3.6.3.14
default-0_rep_c84284|m.56164	Oxidative phosphorylation	00190	3.6.3.14
default-0_c17466|m.13917	Starch and sucrose metabolism	00500	3.1.1.11
default-0_c17466|m.13917	Pentose and glucuronate interconversions	00040	3.1.1.11
default-0_rep_c71226|m.47455	Starch and sucrose metabolism	00500	3.2.1.26
default-0_rep_c71226|m.47455	Galactose metabolism	00052	3.2.1.26
default-0_rep_c14621|m.11851	Fatty acid elongation	00062	2.3.1.199
default-0_rep_c111824|m.69079	Fatty acid elongation	00062	2.3.1.199
default-0_rep_c35904|m.25367	Aminoacyl-tRNA biosynthesis	00970	6.1.1.15
default-0_rep_c55048|m.37809	Terpenoid backbone biosynthesis	00900	1.1.1.34
default-0_rep_c92357|m.59964	Photosynthesis	00195	3.6.3.14
default-0_rep_c92357|m.59964	Oxidative phosphorylation	00190	3.6.3.14
default-0_c45773|m.31734	Aminoacyl-tRNA biosynthesis	00970	6.1.1.16
default-0_c110137|m.68265	Phenylalanine, tyrosine and tryptophan biosynthesis	00400	2.5.1.54
default-0_rep_c10702|m.8934	Starch and sucrose metabolism	00500	3.2.1.39
default-0_rep_c8026|m.6868	Cysteine and methionine metabolism	00270	2.5.1.6
default-0_rep_c40700|m.28118	Starch and sucrose metabolism	00500	3.2.1.26
default-0_rep_c40700|m.28118	Galactose metabolism	00052	3.2.1.26
default-0_rep_c108704|m.67406	Cysteine and methionine metabolism	00270	4.1.1.50
default-0_rep_c108704|m.67406	Arginine and proline metabolism	00330	4.1.1.50
default-0_rep_c46959|m.32552	Phenylalanine, tyrosine and tryptophan biosynthesis	00400	2.5.1.54
default-0_rep_c100010|m.63130	Photosynthesis	00195	3.6.3.14
default-0_rep_c100010|m.63130	Oxidative phosphorylation	00190	3.6.3.14
default-0_rep_c71710|m.47917	Aminoacyl-tRNA biosynthesis	00970	6.1.1.20
default-0_rep_c36441|m.25694	Glyoxylate and dicarboxylate metabolism	00630	1.1.1.37
default-0_rep_c36441|m.25694	Methane metabolism	00680	1.1.1.37
default-0_rep_c36441|m.25694	Carbon fixation pathways in prokaryotes	00720	1.1.1.37
default-0_rep_c36441|m.25694	Carbon fixation in photosynthetic organisms	00710	1.1.1.37
default-0_rep_c36441|m.25694	Pyruvate metabolism	00620	1.1.1.37
default-0_rep_c36441|m.25694	Cysteine and methionine metabolism	00270	1.1.1.37
default-0_rep_c36441|m.25694	Citrate cycle (TCA cycle)	00020	1.1.1.37
default-0_rep_c10828|m.9041	Purine metabolism	00230	2.7.1.40
default-0_rep_c10828|m.9041	Glycolysis / Gluconeogenesis	00010	2.7.1.40
default-0_rep_c10828|m.9041	Pyruvate metabolism	00620	2.7.1.40
default-0_rep_c17786|m.14133	Ascorbate and aldarate metabolism	00053	1.13.99.1
default-0_rep_c17786|m.14133	Inositol phosphate metabolism	00562	1.13.99.1
default-0_c71568|m.47779	Pyrimidine metabolism	00240	2.7.1.21
default-0_c71568|m.47779	Drug metabolism - other enzymes	00983	2.7.1.21
default-0_rep_c57047|m.39219	Amino sugar and nucleotide sugar metabolism	00520	3.2.1.14
default-0_rep_c107334|m.66497	Valine, leucine and isoleucine biosynthesis	00290	4.2.1.33
default-0_rep_c71076|m.47334	Ascorbate and aldarate metabolism	00053	1.13.99.1
default-0_rep_c71076|m.47334	Inositol phosphate metabolism	00562	1.13.99.1
default-0_rep_c15107|m.12191	Phenylalanine, tyrosine and tryptophan biosynthesis	00400	4.2.1.10
default-0_rep_c93625|m.60497	Starch and sucrose metabolism	00500	3.2.1.4
default-0_rep_c28127|m.21126	Glutathione metabolism	00480	3.4.11.1
default-0_c111320|m.68868	Aminoacyl-tRNA biosynthesis	00970	6.1.1.20
default-0_c1432|m.1244	Ascorbate and aldarate metabolism	00053	1.13.99.1
default-0_c1432|m.1244	Inositol phosphate metabolism	00562	1.13.99.1
default-0_rep_c31332|m.22989	One carbon pool by folate	00670	2.1.2.9
default-0_rep_c31332|m.22989	Aminoacyl-tRNA biosynthesis	00970	2.1.2.9
default-0_c106372|m.65882	Riboflavin metabolism	00740	2.7.1.26
default-0_rep_c18271|m.14482	Purine metabolism	00230	2.7.4.6
default-0_rep_c18271|m.14482	Pyrimidine metabolism	00240	2.7.4.6
default-0_rep_c21659|m.16943	Amino sugar and nucleotide sugar metabolism	00520	3.2.1.14
default-0_c33813|m.24309	Starch and sucrose metabolism	00500	3.2.1.4
default-0_rep_c1677|m.1450	Pentose and glucuronate interconversions	00040	5.1.3.1
default-0_rep_c1677|m.1450	Pentose phosphate pathway	00030	5.1.3.1
default-0_rep_c1677|m.1450	Carbon fixation in photosynthetic organisms	00710	5.1.3.1
default-0_rep_c3150|m.2773	Glycolysis / Gluconeogenesis	00010	2.7.1.11
default-0_rep_c3150|m.2773	Galactose metabolism	00052	2.7.1.11
default-0_rep_c3150|m.2773	Fructose and mannose metabolism	00051	2.7.1.11
default-0_rep_c3150|m.2773	Pentose phosphate pathway	00030	2.7.1.11
default-0_rep_c3150|m.2773	Methane metabolism	00680	2.7.1.11
default-0_rep_c80827|m.54259	N-Glycan biosynthesis	00510	3.2.1.106
default-0_c74423|m.50074	Pyrimidine metabolism	00240	2.7.7.7
default-0_c74423|m.50074	Purine metabolism	00230	2.7.7.7
default-0_rep_c75769|m.51049	Glycerophospholipid metabolism	00564	2.7.8.11
default-0_rep_c75769|m.51049	Inositol phosphate metabolism	00562	2.7.8.11
default-0_rep_c2594|m.2269	Selenocompound metabolism	00450	1.8.1.9
default-0_rep_c2594|m.2269	Pyrimidine metabolism	00240	1.8.1.9
default-0_rep_c15381|m.12399	Fatty acid elongation	00062	2.3.1.199
default-0_rep_c15381|m.12399	Fatty acid biosynthesis	00061	2.3.1.180
default-0_rep_c59605|m.40841	Glutathione metabolism	00480	1.1.1.44
default-0_rep_c59605|m.40841	Pentose phosphate pathway	00030	1.1.1.44
default-0_rep_c47917|m.33197	Starch and sucrose metabolism	00500	3.2.1.39
default-0_c9267|m.7836	Starch and sucrose metabolism	00500	3.2.1.39
default-0_rep_c376|m.412	Purine metabolism	00230	2.7.1.40
default-0_rep_c376|m.412	Glycolysis / Gluconeogenesis	00010	2.7.1.40
default-0_rep_c376|m.412	Pyruvate metabolism	00620	2.7.1.40
default-0_c35995|m.25424	Glutathione metabolism	00480	1.11.1.15
default-0_c26080|m.19907	Fatty acid elongation	00062	2.3.1.199
default-0_c26080|m.19907	Fatty acid biosynthesis	00061	2.3.1.180
default-0_rep_c7123|m.6143	Pyrimidine metabolism	00240	2.7.7.7
default-0_rep_c7123|m.6143	Purine metabolism	00230	2.7.7.7
default-0_rep_c54046|m.37116	Glyoxylate and dicarboxylate metabolism	00630	3.5.1.9
default-0_rep_c54046|m.37116	Tryptophan metabolism	00380	3.5.1.9
default-0_c92887|m.60176	Fatty acid elongation	00062	2.3.1.199
default-0_rep_c46767|m.32415	Sphingolipid metabolism	00600	3.2.1.23
default-0_rep_c46767|m.32415	Galactose metabolism	00052	3.2.1.23
default-0_rep_c46767|m.32415	Glycosaminoglycan degradation	00531	3.2.1.23
default-0_rep_c46767|m.32415	Glycosphingolipid biosynthesis - ganglio series	00604	3.2.1.23
default-0_rep_c46767|m.32415	Other glycan degradation	00511	3.2.1.23
default-0_rep_c28717|m.21462	Cysteine and methionine metabolism	00270	3.3.1.1
default-0_rep_c21407|m.16761	Terpenoid backbone biosynthesis	00900	1.17.1.2
