#gene_id	#GO_term	#Description
default-0_c35317|m.25079	GO:0004563	beta-N-acetylhexosaminidase activity
default-0_c35317|m.25079	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds
default-0_rep_c72938|m.48946	GO:0005524	ATP binding
default-0_rep_c72938|m.48946	GO:0004672	protein kinase activity
default-0_rep_c72119|m.48276	GO:0005525	GTP binding
default-0_c16299|m.13085	GO:0005515	protein binding
default-0_c71820|m.48024	GO:0005515	protein binding
default-0_rep_c55019|m.37783	GO:0004185	serine-type carboxypeptidase activity
default-0_c13005|m.10651	GO:0045300	acyl-[acyl-carrier-protein] desaturase activity
default-0_c13005|m.10651	GO:0016491	oxidoreductase activity
default-0_rep_c12123|m.10014	GO:0030246	carbohydrate binding
default-0_c113098|m.69718	GO:0005515	protein binding
default-0_rep_c68529|m.45978	GO:0016491	oxidoreductase activity
default-0_rep_c30570|m.22618	GO:0016620	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor
default-0_c72381|m.48491	GO:0003676	nucleic acid binding
default-0_c72381|m.48491	GO:0000166	nucleotide binding
default-0_rep_c62542|m.42661	GO:0003677	DNA binding
default-0_rep_c62542|m.42661	GO:0046982	protein heterodimerization activity
default-0_c12672|m.10412	GO:0005524	ATP binding
default-0_rep_c94451|m.60903	GO:0003824	catalytic activity
default-0_rep_c94451|m.60903	GO:0046872	metal ion binding
default-0_rep_c88352|m.58252	GO:0003735	structural constituent of ribosome
default-0_rep_c74279|m.49964	GO:0008270	zinc ion binding
default-0_rep_c67745|m.45629	GO:0003677	DNA binding
default-0_rep_c67745|m.45629	GO:0046982	protein heterodimerization activity
default-0_rep_c16690|m.13372	GO:0005515	protein binding
default-0_c47552|m.32962	GO:0046872	metal ion binding
default-0_c47552|m.32962	GO:0004462	lactoylglutathione lyase activity
default-0_c86142|m.57141	GO:0008270	zinc ion binding
default-0_c86142|m.57141	GO:0016491	oxidoreductase activity
default-0_c25083|m.19243	GO:0008146	sulfotransferase activity
default-0_c25083|m.19242	GO:0008146	sulfotransferase activity
default-0_rep_c4338|m.3820	GO:0003735	structural constituent of ribosome
default-0_rep_c54634|m.37501	GO:0003735	structural constituent of ribosome
default-0_rep_c81348|m.54570	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds
default-0_rep_c53251|m.36585	GO:0003735	structural constituent of ribosome
default-0_c86833|m.57500	GO:0005515	protein binding
default-0_c106946|m.66230	GO:0008270	zinc ion binding
default-0_rep_c54129|m.37176	GO:0005515	protein binding
default-0_c107051|m.66294	GO:0004476	mannose-6-phosphate isomerase activity
default-0_c107051|m.66294	GO:0008270	zinc ion binding
default-0_rep_c13727|m.11207	GO:0003712	transcription cofactor activity
default-0_rep_c13727|m.11207	GO:0005515	protein binding
default-0_c72674|m.48751	GO:0008198	ferrous iron binding
default-0_c72674|m.48751	GO:0016491	oxidoreductase activity
default-0_c115176|m.70907	GO:0005515	protein binding
default-0_c115176|m.70906	GO:0005515	protein binding
default-0_dn_rep_c64957|m.44098	GO:0003735	structural constituent of ribosome
default-0_dn_rep_c64957|m.44098	GO:0019843	rRNA binding
default-0_rep_c32360|m.23536	GO:0016757	transferase activity, transferring glycosyl groups
default-0_rep_c20837|m.16374	GO:0003735	structural constituent of ribosome
default-0_c100045|m.63144	GO:0004601	peroxidase activity
default-0_c100045|m.63144	GO:0020037	heme binding
default-0_rep_c35416|m.25123	GO:0016758	transferase activity, transferring hexosyl groups
default-0_rep_c46650|m.32332	GO:0005515	protein binding
default-0_rep_c82034|m.54943	GO:0003735	structural constituent of ribosome
default-0_rep_c56973|m.39170	GO:0003735	structural constituent of ribosome
default-0_rep_c9071|m.7670	GO:0003676	nucleic acid binding
default-0_rep_c9071|m.7670	GO:0000166	nucleotide binding
default-0_rep_c54489|m.37401	GO:0005515	protein binding
default-0_c7779|m.6677	GO:0005525	GTP binding
default-0_rep_c48519|m.33596	GO:0019904	protein domain specific binding
default-0_rep_c85477|m.56786	GO:0005524	ATP binding
default-0_rep_c54950|m.37735	GO:0003735	structural constituent of ribosome
default-0_rep_c49178|m.34076	GO:0005515	protein binding
default-0_rep_c96561|m.61864	GO:0003735	structural constituent of ribosome
default-0_rep_c2975|m.2605	GO:0003924	GTPase activity
default-0_rep_c2975|m.2605	GO:0005525	GTP binding
default-0_rep_c113529|m.69954	GO:0008234	cysteine-type peptidase activity
default-0_rep_c45170|m.31307	GO:0016168	chlorophyll binding
default-0_rep_c19427|m.15353	GO:0003676	nucleic acid binding
default-0_c5761|m.5016	GO:0004175	endopeptidase activity
default-0_c5761|m.5016	GO:0004298	threonine-type endopeptidase activity
default-0_rep_c110078|m.68224	GO:0005525	GTP binding
default-0_rep_c95023|m.61150	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds
default-0_rep_c4884|m.4311	GO:0008168	methyltransferase activity
default-0_c80345|m.53991	GO:0003899	DNA-directed RNA polymerase activity
default-0_c80345|m.53991	GO:0003677	DNA binding
default-0_c90151|m.59012	GO:0005524	ATP binding
default-0_c90151|m.59012	GO:0004672	protein kinase activity
default-0_rep_c12487|m.10277	GO:0003723	RNA binding
default-0_c88737|m.58389	GO:0003824	catalytic activity
default-0_rep_c116951|m.71803	GO:0003735	structural constituent of ribosome
default-0_c25644|m.19635	GO:0016844	strictosidine synthase activity
default-0_rep_c37837|m.26485	GO:0016620	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor
default-0_c81410|m.54598	GO:0008375	acetylglucosaminyltransferase activity
default-0_rep_c106353|m.65873	GO:0005515	protein binding
default-0_rep_c65969|m.44681	GO:0005200	structural constituent of cytoskeleton
default-0_rep_c65969|m.44681	GO:0005525	GTP binding
default-0_rep_c48286|m.33448	GO:0005515	protein binding
default-0_rep_c12657|m.10400	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds
default-0_rep_c67843|m.45661	GO:0003735	structural constituent of ribosome
default-0_rep_c71692|m.47897	GO:0005515	protein binding
default-0_c70964|m.47237	GO:0016758	transferase activity, transferring hexosyl groups
default-0_rep_c5860|m.5114	GO:0003993	acid phosphatase activity
default-0_rep_c116259|m.71469	GO:0004743	pyruvate kinase activity
default-0_rep_c116259|m.71469	GO:0000287	magnesium ion binding
default-0_rep_c116259|m.71469	GO:0030955	potassium ion binding
default-0_rep_c51246|m.35376	GO:0005515	protein binding
default-0_c25094|m.19248	GO:0003676	nucleic acid binding
default-0_c25094|m.19248	GO:0000166	nucleotide binding
default-0_rep_c12240|m.10100	GO:0015078	hydrogen ion transmembrane transporter activity
default-0_c114070|m.70271	GO:0003824	catalytic activity
default-0_rep_c3991|m.3503	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
default-0_rep_c3991|m.3503	GO:0051287	NAD binding
default-0_rep_c3991|m.3503	GO:0000287	magnesium ion binding
default-0_rep_c3991|m.3503	GO:0004450	isocitrate dehydrogenase (NADP+) activity
default-0_rep_c86348|m.57248	GO:0004523	RNA-DNA hybrid ribonuclease activity
default-0_rep_c86348|m.57248	GO:0003676	nucleic acid binding
default-0_rep_c98570|m.62565	GO:0003735	structural constituent of ribosome
default-0_c84109|m.56068	GO:0016791	phosphatase activity
default-0_rep_c79981|m.53768	GO:0016866	intramolecular transferase activity
default-0_rep_c43688|m.30148	GO:0005524	ATP binding
default-0_rep_c43349|m.29864	GO:0003735	structural constituent of ribosome
default-0_c75431|m.50827	GO:0015297	antiporter activity
default-0_c75431|m.50827	GO:0015238	drug transmembrane transporter activity
default-0_rep_c67817|m.45651	GO:0003735	structural constituent of ribosome
default-0_rep_c63364|m.43169	GO:0003735	structural constituent of ribosome
default-0_rep_c55706|m.38318	GO:0004252	serine-type endopeptidase activity
default-0_rep_c106446|m.65903	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
default-0_rep_c56890|m.39112	GO:0003735	structural constituent of ribosome
default-0_rep_c97085|m.62046	GO:0003735	structural constituent of ribosome
default-0_rep_c106861|m.66167	GO:0004298	threonine-type endopeptidase activity
default-0_c80219|m.53916	GO:0004497	monooxygenase activity
default-0_c80219|m.53916	GO:0005506	iron ion binding
default-0_c80219|m.53916	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
default-0_c80219|m.53916	GO:0020037	heme binding
default-0_rep_c3289|m.2898	GO:0005525	GTP binding
default-0_rep_c68241|m.45852	GO:0003735	structural constituent of ribosome
default-0_rep_c13920|m.11358	GO:0005515	protein binding
default-0_rep_c42412|m.29148	GO:0005525	GTP binding
default-0_rep_c64977|m.44109	GO:0003735	structural constituent of ribosome
default-0_rep_c40210|m.27843	GO:0003824	catalytic activity
default-0_rep_c56410|m.38803	GO:0003824	catalytic activity
default-0_rep_c56410|m.38803	GO:0004722	protein serine/threonine phosphatase activity
default-0_rep_c70900|m.47178	GO:0004061	arylformamidase activity
default-0_rep_c48242|m.33422	GO:0003896	DNA primase activity
default-0_rep_c16209|m.13031	GO:0008270	zinc ion binding
default-0_c71942|m.48129	GO:0046406	magnesium protoporphyrin IX methyltransferase activity
default-0_rep_c31911|m.23282	GO:0003723	RNA binding
default-0_rep_c31911|m.23282	GO:0003743	translation initiation factor activity
default-0_c17573|m.13981	GO:0008168	methyltransferase activity
default-0_c17573|m.13980	GO:0008168	methyltransferase activity
default-0_c17573|m.13980	GO:0003723	RNA binding
default-0_rep_c108428|m.67232	GO:0004478	methionine adenosyltransferase activity
default-0_rep_c108428|m.67232	GO:0005524	ATP binding
default-0_rep_c36806|m.25906	GO:0008080	N-acetyltransferase activity
default-0_c5850|m.5108	GO:0003677	DNA binding
default-0_rep_c61662|m.42156	GO:0004298	threonine-type endopeptidase activity
default-0_rep_c66624|m.45061	GO:0003735	structural constituent of ribosome
default-0_rep_c33493|m.24126	GO:0008270	zinc ion binding
default-0_rep_c33493|m.24126	GO:0003676	nucleic acid binding
default-0_rep_c44090|m.30472	GO:0004506	squalene monooxygenase activity
default-0_rep_c44090|m.30472	GO:0050660	flavin adenine dinucleotide binding
default-0_rep_c44090|m.30472	GO:0016491	oxidoreductase activity
default-0_rep_c15731|m.12681	GO:0005524	ATP binding
default-0_c21625|m.16914	GO:0004435	phosphatidylinositol phospholipase C activity
default-0_c21625|m.16914	GO:0008081	phosphoric diester hydrolase activity
default-0_c21625|m.16914	GO:0005515	protein binding
default-0_rep_c8576|m.7295	GO:0004047	aminomethyltransferase activity
default-0_rep_c8576|m.7295	GO:0005515	protein binding
default-0_rep_c23931|m.18443	GO:0003735	structural constituent of ribosome
default-0_rep_c17148|m.13682	GO:0003735	structural constituent of ribosome
default-0_c17011|m.13590	GO:0005515	protein binding
default-0_rep_c93872|m.60619	GO:0003824	catalytic activity
default-0_rep_c44660|m.30917	GO:0030145	manganese ion binding
default-0_rep_c44660|m.30917	GO:0045735	nutrient reservoir activity
default-0_rep_c58617|m.40206	GO:0003735	structural constituent of ribosome
default-0_rep_c58617|m.40206	GO:0003723	RNA binding
default-0_rep_c53783|m.36936	GO:0030247	polysaccharide binding
default-0_rep_c110197|m.68305	GO:0008234	cysteine-type peptidase activity
default-0_c8555|m.7280	GO:0004616	phosphogluconate dehydrogenase (decarboxylating) activity
default-0_c8555|m.7280	GO:0016491	oxidoreductase activity
default-0_rep_c54671|m.37533	GO:0003824	catalytic activity
default-0_rep_c54671|m.37533	GO:0004807	triose-phosphate isomerase activity
default-0_rep_c85507|m.56802	GO:0003824	catalytic activity
default-0_rep_c85507|m.56802	GO:0004722	protein serine/threonine phosphatase activity
default-0_rep_c54769|m.37602	GO:0003735	structural constituent of ribosome
default-0_c39622|m.27511	GO:0016758	transferase activity, transferring hexosyl groups
default-0_c17484|m.13930	GO:0005506	iron ion binding
default-0_c17484|m.13930	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
default-0_c17484|m.13930	GO:0020037	heme binding
default-0_rep_c48571|m.33635	GO:0005515	protein binding
default-0_c33449|m.24112	GO:0005515	protein binding
default-0_rep_c115466|m.71047	GO:0016787	hydrolase activity
default-0_rep_c53324|m.36646	GO:0046872	metal ion binding
default-0_rep_c53324|m.36646	GO:0016702	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen
default-0_rep_c53324|m.36646	GO:0005515	protein binding
default-0_rep_c27248|m.20612	GO:0008270	zinc ion binding
default-0_rep_c59508|m.40775	GO:0003899	DNA-directed RNA polymerase activity
default-0_rep_c59508|m.40775	GO:0003677	DNA binding
default-0_rep_c80895|m.54311	GO:0005215	transporter activity
default-0_dn_rep_c43083|m.29648	GO:0003735	structural constituent of ribosome
default-0_dn_rep_c43083|m.29648	GO:0003723	RNA binding
default-0_rep_c115316|m.70977	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds
default-0_c109118|m.67678	GO:0005515	protein binding
default-0_rep_c40358|m.27918	GO:0003824	catalytic activity
default-0_rep_c40358|m.27918	GO:0004722	protein serine/threonine phosphatase activity
default-0_rep_c40358|m.27919	GO:0004722	protein serine/threonine phosphatase activity
default-0_rep_c40358|m.27919	GO:0003824	catalytic activity
default-0_rep_c73348|m.49275	GO:0017025	TBP-class protein binding
default-0_rep_c73348|m.49275	GO:0008270	zinc ion binding
default-0_rep_c1257|m.1102	GO:0005488	binding
default-0_c37459|m.26262	GO:0005338	nucleotide-sugar transmembrane transporter activity
default-0_rep_c59879|m.41002	GO:0008270	zinc ion binding
default-0_rep_c59879|m.41002	GO:0003676	nucleic acid binding
default-0_rep_c60062|m.41131	GO:0003676	nucleic acid binding
default-0_c16740|m.13408	GO:0005524	ATP binding
default-0_rep_c16430|m.13190	GO:0003735	structural constituent of ribosome
default-0_rep_c16430|m.13190	GO:0003723	RNA binding
default-0_c9049|m.7653	GO:0005524	ATP binding
default-0_c9049|m.7653	GO:0004672	protein kinase activity
default-0_rep_c14532|m.11782	GO:0045156	electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity
default-0_rep_c73869|m.49681	GO:0046872	metal ion binding
default-0_rep_c73869|m.49681	GO:0003824	catalytic activity
default-0_c104129|m.64863	GO:0008270	zinc ion binding
default-0_c104129|m.64863	GO:0003677	DNA binding
default-0_rep_c2780|m.2426	GO:0004550	nucleoside diphosphate kinase activity
default-0_rep_c15003|m.12107	GO:0003899	DNA-directed RNA polymerase activity
default-0_rep_c15003|m.12107	GO:0032549	ribonucleoside binding
default-0_rep_c15003|m.12107	GO:0003677	DNA binding
default-0_rep_c112663|m.69483	GO:0016780	phosphotransferase activity, for other substituted phosphate groups
default-0_rep_c466|m.498	GO:0005509	calcium ion binding
default-0_rep_c466|m.498	GO:0051082	unfolded protein binding
default-0_c57453|m.39468	GO:0003735	structural constituent of ribosome
default-0_rep_c107545|m.66640	GO:0016787	hydrolase activity
default-0_dn_rep_c72682|m.48757	GO:0005200	structural constituent of cytoskeleton
default-0_dn_rep_c72682|m.48757	GO:0005525	GTP binding
default-0_rep_c5696|m.4973	GO:0046872	metal ion binding
default-0_rep_c5696|m.4973	GO:0016702	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen
default-0_rep_c5696|m.4973	GO:0005515	protein binding
default-0_rep_c5696|m.4973	GO:0016491	oxidoreductase activity
default-0_rep_c16537|m.13263	GO:0008233	peptidase activity
default-0_rep_c16537|m.13263	GO:0004177	aminopeptidase activity
default-0_c71485|m.47697	GO:0005515	protein binding
default-0_rep_c43641|m.30108	GO:0047262	polygalacturonate 4-alpha-galacturonosyltransferase activity
default-0_rep_c43641|m.30108	GO:0016757	transferase activity, transferring glycosyl groups
default-0_rep_c30521|m.22584	GO:0008270	zinc ion binding
default-0_c71926|m.48113	GO:0008270	zinc ion binding
default-0_c71926|m.48113	GO:0005515	protein binding
default-0_rep_c29202|m.21777	GO:0005515	protein binding
default-0_rep_c53778|m.36934	GO:0004594	pantothenate kinase activity
